Sample ID,Moi
Fresh_#_734654_3,64.56752761
Fresh_#_734654_4,64.56752761
Fresh_#_734654_5,64.56752761
Fresh_#_734655_1,58.57606497999999
Fresh_#_734655_2,58.57606497999999
Fresh_#_734655_3,58.57606497999999
Fresh_#_734655_4,58.57606497999999
Fresh_#_734655_5,58.57606497999999
Fresh_#_734656_1,62.75202303
Fresh_#_734656_2,62.75202303
Fresh_#_734656_3,62.75202303
Fresh_#_734656_4,62.75202303
Fresh_#_734656_5,62.75202303
Fresh_#_734683_1,76.17940609
Fresh_#_734683_2,76.17940609
Fresh_#_734683_3,76.17940609
Fresh_#_734683_4,76.17940609
Fresh_#_734683_5,76.17940609
Fresh_#_734684_1,66.22271758
Fresh_#_734684_2,66.22271758
Fresh_#_734684_3,66.22271758
Fresh_#_734684_4,66.22271758
Fresh_#_734684_5,66.22271758
Fresh_#_734685_1,65.99570896
Fresh_#_734685_2,65.99570896
Fresh_#_734685_3,65.99570896
Fresh_#_734685_4,65.99570896
Fresh_#_734685_5,65.99570896
Fresh_#_734713_1,67.60165557
Fresh_#_734713_2,67.60165557
Fresh_#_734713_3,67.60165557
Fresh_#_734713_4,67.60165557
Fresh_#_734713_5,67.60165557
Fresh_#_734718_1,66.80067039
Fresh_#_734718_2,66.80067039
Fresh_#_734718_3,66.80067039
Fresh_#_734718_4,66.80067039
Fresh_#_734718_5,66.80067039
Fresh_#_734719_1,64.45009743
Fresh_#_734719_2,64.45009743
Fresh_#_734719_3,64.45009743
Fresh_#_734719_4,64.45009743
Fresh_#_734719_5,64.45009743
Fresh_#_734720_1,63.0325497
Fresh_#_734720_2,63.0325497
Fresh_#_734720_3,63.0325497
Fresh_#_734720_4,63.0325497
Fresh_#_734720_5,63.0325497
Fresh_#_736554_1,58.73247563
Fresh_#_736554_2,58.73247563
Fresh_#_736554_3,58.73247563
Fresh_#_736554_4,58.73247563
Fresh_#_736554_5,58.73247563
Fresh_#_736555_1,63.54688000000001
Fresh_#_736555_2,63.54688000000001
Fresh_#_736555_3,63.54688000000001
Fresh_#_736555_4,63.54688000000001
Fresh_#_736555_5,63.54688000000001
Fresh_#_736556_1,69.23642137
Fresh_#_736556_2,69.23642137
Fresh_#_736556_3,69.23642137
Fresh_#_736556_4,69.23642137
Fresh_#_736556_5,69.23642137
Fresh_#_736557_1,66.81972112
Fresh_#_736557_2,66.81972112
Fresh_#_736557_3,66.81972112
Fresh_#_736557_4,66.81972112
Fresh_#_736557_5,66.81972112
Fresh_#_737733_1,77.24931319
Fresh_#_737733_2,77.24931319
Fresh_#_737733_3,77.24931319
Fresh_#_737733_4,77.24931319
Fresh_#_737733_5,77.24931319
Fresh_#_737739_1,76.45315513
Fresh_#_737739_2,76.45315513
Fresh_#_737739_3,76.45315513
Fresh_#_737739_4,76.45315513
Fresh_#_737739_5,76.45315513
Fresh_#_737740_1,79.3839982
Fresh_#_737740_2,79.3839982
Fresh_#_737740_3,79.3839982
Fresh_#_737740_4,79.3839982
Fresh_#_737740_5,79.3839982
Fresh_#_737771_1,51.978556489999995
Fresh_#_737771_2,51.978556489999995
Fresh_#_737771_3,51.978556489999995
Fresh_#_737771_4,51.978556489999995
Fresh_#_737771_5,51.978556489999995
Fresh_#_737772_1,55.24551724
Fresh_#_737772_2,55.24551724
Fresh_#_737772_3,55.24551724
Fresh_#_737772_4,55.24551724
Fresh_#_737772_5,55.24551724
Fresh_#_737773_1,58.72718808
Fresh_#_737773_2,58.72718808
Fresh_#_737773_3,58.72718808
Fresh_#_737773_4,58.72718808
Fresh_#_737773_5,58.72718808
Fresh_#_737774_1,58.21580042
Fresh_#_737774_2,58.21580042
Fresh_#_737774_3,58.21580042
Fresh_#_737774_4,58.21580042
Fresh_#_737774_5,58.21580042
Fresh_#_737775_1,65.30669733
Fresh_#_737775_2,65.30669733
Fresh_#_737775_3,65.30669733
Fresh_#_737775_4,65.30669733
Fresh_#_737775_5,65.30669733
Fresh_#_737853_1,73.58051556
Fresh_#_737853_2,73.58051556
Fresh_#_737853_3,73.58051556
Fresh_#_737853_4,73.58051556
Fresh_#_737853_5,73.58051556
Fresh_#_738179_1,74.02222606
Fresh_#_738179_2,74.02222606
Fresh_#_738179_3,74.02222606
Fresh_#_738179_4,74.02222606
Fresh_#_738179_5,74.02222606
